,aeid,Rosig_AC50,Trog_AC50,test_status,biological_process_target,intended_target_family,intended_target_family_sub,test_target,intended_target_gene_symbol,technological_target_gene_symbol,intended_target_entrez_gene_id,technological_target_entrez_gene_id,intended_target_gene_name,technological_target_gene_name,assay_component_endpoint_name,assay_name
473,1132,1000000.0,1000000.0,nR-nT,regulation of transcription factor activity,cyp,xenobiotic metabolism,CYP24A1,CYP24A1,CYP24A1,1591,1591,"cytochrome P450, family 24, subfamily A, polypeptide 1","cytochrome P450, family 24, subfamily A, polypeptide 1",TOX21_VDR_BLA_antagonist_ratio,TOX21_VDR_BLA_Antagonist
474,1133,1000000.0,1000000.0,nR-nT,cell proliferation,cell cycle,cytotoxicity,cell proliferation,,,,,,,TOX21_VDR_BLA_antagonist_viability,TOX21_VDR_BLA_Antagonist
475,1200,1000000.0,1000000.0,nR-nT,regulation of transcription factor activity,background measurement,baseline control,CYP24A1,,CYP24A1,,1591,,"cytochrome P450, family 24, subfamily A, polypeptide 1",TOX21_VDR_BLA_Antagonist_ch1,TOX21_VDR_BLA_Antagonist
476,1201,1000000.0,1000000.0,nR-nT,regulation of transcription factor activity,background measurement,baseline control,CYP24A1,,CYP24A1,,1591,,"cytochrome P450, family 24, subfamily A, polypeptide 1",TOX21_VDR_BLA_Antagonist_ch2,TOX21_VDR_BLA_Antagonist
477,1204,1000000.0,,nR-N,cell death,cell cycle,cytotoxicity,cell death,,,,,,,ATG_XTT_Cytotoxicity_up,ATG_XTT_Cytotoxicity
478,1315,1000000.0,21.1596455220654,nR-T,regulation of transcription factor activity,background measurement,baseline control,TP53,,TP53,,7157,,tumor protein p53,TOX21_p53_BLA_p2_ch1,TOX21_p53_BLA_p2
479,1316,1000000.0,15.0270593044033,nR-T,regulation of transcription factor activity,background measurement,baseline control,TP53,,TP53,,7157,,tumor protein p53,TOX21_p53_BLA_p2_ch2,TOX21_p53_BLA_p2
480,1317,1000000.0,15.3906079565995,nR-T,regulation of transcription factor activity,dna binding,tumor suppressor,TP53,TP53,TP53,7157,7157,tumor protein p53,tumor protein p53,TOX21_p53_BLA_p2_ratio,TOX21_p53_BLA_p2
481,1318,1000000.0,65.6482206829768,nR-T,cell proliferation,cell cycle,cytotoxicity,cell proliferation,,,,,,,TOX21_p53_BLA_p2_viability,TOX21_p53_BLA_p2
482,1319,1000000.0,26.0215112477891,nR-T,regulation of transcription factor activity,background measurement,baseline control,TP53,,TP53,,7157,,tumor protein p53,TOX21_p53_BLA_p3_ch1,TOX21_p53_BLA_p3
483,1320,1000000.0,19.4987901924582,nR-T,regulation of transcription factor activity,background measurement,baseline control,TP53,,TP53,,7157,,tumor protein p53,TOX21_p53_BLA_p3_ch2,TOX21_p53_BLA_p3
484,1321,1000000.0,25.5667837826703,nR-T,regulation of transcription factor activity,dna binding,tumor suppressor,TP53,TP53,TP53,7157,7157,tumor protein p53,tumor protein p53,TOX21_p53_BLA_p3_ratio,TOX21_p53_BLA_p3
485,1322,1000000.0,73.6661601617852,nR-T,cell proliferation,cell cycle,cytotoxicity,cell proliferation,,,,,,,TOX21_p53_BLA_p3_viability,TOX21_p53_BLA_p3
486,1323,1000000.0,24.6198200148102,nR-T,regulation of transcription factor activity,background measurement,baseline control,TP53,,TP53,,7157,,tumor protein p53,TOX21_p53_BLA_p4_ch1,TOX21_p53_BLA_p4
487,1324,1000000.0,40.9135354295746,nR-T,regulation of transcription factor activity,background measurement,baseline control,TP53,,TP53,,7157,,tumor protein p53,TOX21_p53_BLA_p4_ch2,TOX21_p53_BLA_p4
488,1325,1000000.0,28.0281803378968,nR-T,regulation of transcription factor activity,dna binding,tumor suppressor,TP53,TP53,TP53,7157,7157,tumor protein p53,tumor protein p53,TOX21_p53_BLA_p4_ratio,TOX21_p53_BLA_p4
489,1326,1000000.0,60.3696892322856,nR-T,cell proliferation,cell cycle,cytotoxicity,cell proliferation,,,,,,,TOX21_p53_BLA_p4_viability,TOX21_p53_BLA_p4
490,1327,1000000.0,53.3547507693293,nR-T,regulation of transcription factor activity,background measurement,baseline control,TP53,,TP53,,7157,,tumor protein p53,TOX21_p53_BLA_p5_ch1,TOX21_p53_BLA_p5
491,1328,1000000.0,35.3512584236156,nR-T,regulation of transcription factor activity,background measurement,baseline control,TP53,,TP53,,7157,,tumor protein p53,TOX21_p53_BLA_p5_ch2,TOX21_p53_BLA_p5
492,1329,1000000.0,25.4161895446702,nR-T,regulation of transcription factor activity,dna binding,tumor suppressor,TP53,TP53,TP53,7157,7157,tumor protein p53,tumor protein p53,TOX21_p53_BLA_p5_ratio,TOX21_p53_BLA_p5
493,1330,1000000.0,73.7612850502327,nR-T,cell proliferation,cell cycle,cytotoxicity,cell proliferation,,,,,,,TOX21_p53_BLA_p5_viability,TOX21_p53_BLA_p5
494,1340,1000000.0,1000000.0,nR-nT,regulation of transcription factor activity,background measurement,baseline control,ATF6,,ATF6,,22926,,activating transcription factor 6,TOX21_ESRE_BLA_ch1,TOX21_ESRE_BLA
495,1341,1000000.0,1000000.0,nR-nT,regulation of transcription factor activity,background measurement,baseline control,ATF6,,ATF6,,22926,,activating transcription factor 6,TOX21_ESRE_BLA_ch2,TOX21_ESRE_BLA
496,1342,1000000.0,1000000.0,nR-nT,regulation of transcription factor activity,dna binding,basic leucine zipper,ATF6,ATF6,ATF6,22926,22926,activating transcription factor 6,activating transcription factor 6,TOX21_ESRE_BLA_ratio,TOX21_ESRE_BLA
497,1343,1000000.0,1000000.0,nR-nT,cell proliferation,cell cycle,cytotoxicity,cell proliferation,,,,,,,TOX21_ESRE_BLA_viability,TOX21_ESRE_BLA
498,1344,1000000.0,1000000.0,nR-nT,regulation of transcription factor activity,background measurement,baseline control,NFKB1,,NFKB1,,4790,,nuclear factor of kappa light polypeptide gene enhancer in B-cells 1,TOX21_NFkB_BLA_agonist_ch1,TOX21_NFkB_BLA_Agonist
499,1345,1000000.0,1000000.0,nR-nT,regulation of transcription factor activity,background measurement,baseline control,NFKB1,,NFKB1,,4790,,nuclear factor of kappa light polypeptide gene enhancer in B-cells 1,TOX21_NFkB_BLA_agonist_ch2,TOX21_NFkB_BLA_Agonist
500,1346,1000000.0,1000000.0,nR-nT,regulation of transcription factor activity,dna binding,NF-kappa B,NFKB1,NFKB1,NFKB1,4790,4790,nuclear factor of kappa light polypeptide gene enhancer in B-cells 1,nuclear factor of kappa light polypeptide gene enhancer in B-cells 1,TOX21_NFkB_BLA_agonist_ratio,TOX21_NFkB_BLA_Agonist
501,1347,1000000.0,1000000.0,nR-nT,cell proliferation,cell cycle,cytotoxicity,cell proliferation,,,,,,,TOX21_NFkB_BLA_agonist_viability,TOX21_NFkB_BLA_Agonist
502,1372,,1000000.0,N-nT,zebrafish whole embryo,,,zebrafish whole embryo,,,,,,,Tanguay_ZF_120hpf_MORT_up,Tanguay_ZF_120hpf
503,1373,,1000000.0,N-nT,zebrafish whole embryo,,,zebrafish whole embryo,,,,,,,Tanguay_ZF_120hpf_YSE_up,Tanguay_ZF_120hpf
504,1374,,1000000.0,N-nT,zebrafish whole embryo,,,zebrafish whole embryo,,,,,,,Tanguay_ZF_120hpf_AXIS_up,Tanguay_ZF_120hpf
505,1375,,1000000.0,N-nT,zebrafish whole embryo,,,zebrafish whole embryo,,,,,,,Tanguay_ZF_120hpf_EYE_up,Tanguay_ZF_120hpf
506,1376,,1000000.0,N-nT,zebrafish whole embryo,,,zebrafish whole embryo,,,,,,,Tanguay_ZF_120hpf_SNOU_up,Tanguay_ZF_120hpf
507,1377,,1000000.0,N-nT,zebrafish whole embryo,,,zebrafish whole embryo,,,,,,,Tanguay_ZF_120hpf_JAW_up,Tanguay_ZF_120hpf
508,1378,,1000000.0,N-nT,zebrafish whole embryo,,,zebrafish whole embryo,,,,,,,Tanguay_ZF_120hpf_OTIC_up,Tanguay_ZF_120hpf
509,1379,,1000000.0,N-nT,zebrafish whole embryo,,,zebrafish whole embryo,,,,,,,Tanguay_ZF_120hpf_PE_up,Tanguay_ZF_120hpf
510,1380,,1000000.0,N-nT,zebrafish whole embryo,,,zebrafish whole embryo,,,,,,,Tanguay_ZF_120hpf_BRAI_up,Tanguay_ZF_120hpf
511,1381,,1000000.0,N-nT,zebrafish whole embryo,,,zebrafish whole embryo,,,,,,,Tanguay_ZF_120hpf_SOMI_up,Tanguay_ZF_120hpf
512,1382,,1000000.0,N-nT,zebrafish whole embryo,,,zebrafish whole embryo,,,,,,,Tanguay_ZF_120hpf_PFIN_up,Tanguay_ZF_120hpf
513,1383,,1000000.0,N-nT,zebrafish whole embryo,,,zebrafish whole embryo,,,,,,,Tanguay_ZF_120hpf_CFIN_up,Tanguay_ZF_120hpf
514,1384,,1000000.0,N-nT,zebrafish whole embryo,,,zebrafish whole embryo,,,,,,,Tanguay_ZF_120hpf_PIG_up,Tanguay_ZF_120hpf
515,1385,,1000000.0,N-nT,zebrafish whole embryo,,,zebrafish whole embryo,,,,,,,Tanguay_ZF_120hpf_CIRC_up,Tanguay_ZF_120hpf
516,1386,,1000000.0,N-nT,zebrafish whole embryo,,,zebrafish whole embryo,,,,,,,Tanguay_ZF_120hpf_TRUN_up,Tanguay_ZF_120hpf
517,1387,,1000000.0,N-nT,zebrafish whole embryo,,,zebrafish whole embryo,,,,,,,Tanguay_ZF_120hpf_SWIM_up,Tanguay_ZF_120hpf
518,1388,,1000000.0,N-nT,zebrafish whole embryo,,,zebrafish whole embryo,,,,,,,Tanguay_ZF_120hpf_NC_up,Tanguay_ZF_120hpf
519,1389,,1000000.0,N-nT,zebrafish whole embryo,,,zebrafish whole embryo,,,,,,,Tanguay_ZF_120hpf_TR_up,Tanguay_ZF_120hpf
520,1797,,1000000.0,N-nT,zebrafish whole embryo,,,zebrafish whole embryo,,,,,,,Tanguay_ZF_120hpf_ActivityScore,Tanguay_ZF_120hpf
521,1507,,1.35949582720966,N-T,zebrafish whole embryo,,,zebrafish whole embryo,,,,,,,NHEERL_ZF_144hpf_TERATOSCORE_up,NHEERL_ZF_144hpf
522,1509,,17.8394570397831,N-T,cytotoxicity,cell cycle,cytotoxicity,cytotoxicity,,,,,,,NCCT_HEK293T_CellTiterGLO,NCCT_HEK293T_CellTiterGLO
